Date,Total Traffic Volume,Exchange Rate,Gross Domestic Product (GDP),Export growth rate,Import growth rate,Nationwide Consumer Price Index,Regular Unleaded Gasoline,Diesel Fuel for Automobiles,number of car ownership,Economic Growth Rate,Interest Rate Category,Export Price Category,Import Price Category
2014-02-10,6235222,1066.8,373559.7,1.463471666,3.988961449,94.02325,1881.13,1699.48,19552419.0,Moderate Growth,Low,Low,Medium
2014-02-11,6340041,1066.7,373559.7,1.53857173,3.975900569,94.02942857,1881.0,1699.1,19554509.0,Moderate Growth,Low,Low,Medium
2014-02-12,6502752,1066.6,373559.7,1.613671793,3.962839688,94.03560714,1880.85,1699.14,19556600.0,Moderate Growth,Low,Low,Medium
2014-02-13,6585831,1066.5,373559.7,1.688771856,3.949778808,94.04178571,1880.37,1698.7,19558690.0,Moderate Growth,Low,Low,Medium
2014-02-14,7219033,1066.4,373559.7,1.763871919,3.936717927,94.04796429,1880.18,1698.37,19560781.0,Moderate Growth,Low,Low,Medium
2014-02-15,7095539,1066.3,373559.7,1.838971982,3.923657047,94.05414286,1880.08,1698.15,19562871.0,Moderate Growth,Low,Low,Medium
2014-02-16,5875032,1066.2,373559.7,1.914072046,3.910596166,94.06032143,1879.89,1697.95,19564962.0,Moderate Growth,Low,Low,Medium
2014-02-17,6701010,1066.1,373559.7,1.989172109,3.897535285,94.0665,1879.81,1697.69,19567053.0,Moderate Growth,Low,Low,Medium
2014-02-18,6555065,1066.0,373559.7,2.064272172,3.884474405,94.07267857,1879.62,1697.39,19569143.0,Moderate Growth,Low,Medium,Medium
2014-02-19,6676989,1065.9,373559.7,2.139372235,3.871413524,94.07885714,1879.59,1697.58,19571234.0,Moderate Growth,Low,Medium,Medium
2014-02-20,6810526,1065.8,373559.7,2.214472298,3.858352644,94.08503571,1880.49,1697.75,19573324.0,Moderate Growth,Low,Medium,Medium
2014-02-21,7427830,1065.7,373559.7,2.289572361,3.845291763,94.09121429,1880.43,1697.61,19575415.0,Moderate Growth,Low,Medium,Medium
2014-02-22,7398009,1065.6,373559.7,2.364672425,3.832230883,94.09739286,1880.46,1697.58,19577505.0,Moderate Growth,Low,Medium,Medium
2014-02-23,6206910,1065.5,373559.7,2.439772488,3.819170002,94.10357143,1880.32,1697.44,19579596.0,Moderate Growth,Low,Medium,Medium
2014-02-24,6999503,1065.4,373559.7,2.514872551,3.806109122,94.10975,1880.29,1697.35,19581687.0,Moderate Growth,Low,Medium,High
2014-02-25,7005535,1065.3,373559.7,2.589972614,3.793048241,94.11592857,1880.23,1697.06,19583777.0,Moderate Growth,Low,Medium,High
2014-02-26,6958186,1065.2,373559.7,2.665072677,3.77998736,94.12210714,1880.29,1697.34,19585868.0,Moderate Growth,Low,Medium,High
2014-02-27,7045606,1065.1,373559.7,2.740172741,3.76692648,94.12828571,1880.5,1697.62,19587958.0,Moderate Growth,Low,Medium,High
2014-02-28,7864258,1065.0,373559.7,2.815272804,3.753865599,94.13446429,1880.55,1697.69,19590049.0,Moderate Growth,Low,Medium,High
2014-03-01,7691353,1064.9,373559.7,2.890372867,3.740804719,94.14064286,1880.49,1697.5,19592139.0,Moderate Growth,Low,Medium,High
2014-03-02,6650184,1064.8,373559.7,2.96547293,3.727743838,94.14682143,1880.43,1697.53,19594230.0,Moderate Growth,Low,High,High
2014-03-03,6791737,1064.7,373559.7,3.040572993,3.714682958,94.153,1880.52,1697.35,19596321.0,Moderate Growth,Low,High,High
2014-03-04,6680654,1063.683871,373559.7,3.115673057,3.701622077,94.15496774,1880.52,1697.19,19598473.0,Moderate Growth,Low,High,High
2014-03-05,6651333,1062.667742,373559.7,3.19077312,3.688561197,94.15693548,1880.59,1697.44,19600626.0,Moderate Growth,Low,High,High
2014-03-06,6727679,1061.651613,373559.7,3.265873183,3.675500316,94.15890323,1880.89,1697.46,19602778.0,Moderate Growth,Low,High,High
2014-03-07,7303641,1060.635484,373559.7,3.340973246,3.662439435,94.16087097,1881.03,1697.47,19604931.0,Moderate Growth,Low,High,High
2014-03-08,7227382,1059.619355,373559.7,3.416073309,3.649378555,94.16283871,1881.2,1697.44,19607083.0,Moderate Growth,Low,High,High
2014-03-09,5835401,1058.603226,373559.7,3.491173373,3.636317674,94.16480645,1881.57,1697.76,19609236.0,Moderate Growth,Low,High,High
2014-03-10,6837341,1057.587097,373559.7,3.566273436,3.623256794,94.16677419,1881.68,1697.62,19611388.0,Moderate Growth,Low,High,High
2014-03-11,6823653,1056.570968,373559.7,3.641373499,3.610195913,94.16874194,1881.68,1697.44,19613541.0,Moderate Growth,Low,High,High
2014-03-12,6581355,1055.554839,373559.7,3.737244576,3.610743628,94.17070968,1881.83,1697.79,19615693.0,Moderate Growth,Low,High,High
2014-03-13,6631842,1054.53871,373559.7,3.907036023,3.65972193,94.17267742,1881.9,1697.68,19617846.0,Moderate Growth,Low,High,High
2014-03-14,7546593,1053.522581,373559.7,4.07682747,3.708700232,94.17464516,1882.04,1697.54,19619999.0,Moderate Growth,Low,High,High
2014-03-15,7555730,1052.506452,373559.7,4.246618917,3.757678534,94.1766129,1882.1,1697.54,19622151.0,Moderate Growth,Low,High,High
2014-03-16,6327113,1051.490323,373559.7,4.416410364,3.806656836,94.17858065,1881.87,1697.26,19624304.0,Moderate Growth,Low,High,High
2014-03-17,6942733,1050.474194,373559.7,4.586201812,3.855635138,94.18054839,1881.8,1697.0,19626456.0,Moderate Growth,Low,High,High
2014-03-18,6814972,1049.458065,373559.7,4.755993259,3.90461344,94.18251613,1881.77,1696.83,19628609.0,Moderate Growth,Low,High,High
2014-03-19,6885295,1048.441935,373559.7,4.925784706,3.953591742,94.18448387,1881.8,1696.95,19630761.0,Moderate Growth,Low,High,High
2014-03-20,6868138,1047.425806,373559.7,5.095576153,4.002570044,94.18645161,1881.66,1696.52,19632914.0,Moderate Growth,Low,High,High
2014-03-21,7605351,1046.409677,373559.7,5.265367601,4.051548346,94.18841935,1881.47,1696.19,19635066.0,Moderate Growth,Low,High,High
2014-03-22,7828599,1045.393548,373559.7,5.435159048,4.100526648,94.1903871,1881.27,1695.94,19637219.0,Moderate Growth,Low,High,High
2014-03-23,6577462,1044.377419,373559.7,5.604950495,4.14950495,94.19235484,1880.8,1695.33,19639371.0,Moderate Growth,Low,High,High
2014-03-24,7063883,1043.36129,373559.7,5.774741942,4.198483253,94.19432258,1880.6,1694.98,19641524.0,Moderate Growth,Low,High,High
2014-03-25,6897249,1042.345161,373559.7,5.94453339,4.247461555,94.19629032,1880.46,1694.67,19643677.0,Moderate Growth,Low,High,High
2014-03-26,6833058,1041.329032,373559.7,6.114324837,4.296439857,94.19825806,1880.33,1694.7,19645829.0,Moderate Growth,Low,High,High
2014-03-27,7125437,1040.312903,373559.7,6.284116284,4.345418159,94.20022581,1880.02,1694.39,19647982.0,Moderate Growth,Low,High,High
2014-03-28,7821259,1039.296774,373559.7,6.453907731,4.394396461,94.20219355,1879.79,1694.09,19650134.0,Moderate Growth,Low,High,High
2014-03-29,7404219,1038.280645,373559.7,6.623699178,4.443374763,94.20416129,1879.51,1693.82,19652287.0,Moderate Growth,Low,High,High
2014-03-30,6683423,1037.264516,373559.7,6.793490626,4.492353065,94.20612903,1879.34,1693.62,19654439.0,Moderate Growth,Low,High,High
2014-03-31,7036146,1036.248387,373559.7,6.963282073,4.541331367,94.20809677,1879.13,1693.22,19656592.0,Moderate Growth,Low,High,High
2014-04-01,7011759,1035.232258,373559.7,7.13307352,4.590309669,94.21006452,1879.02,1693.02,19658744.0,Moderate Growth,Low,High,High
2014-04-02,7135109,1034.216129,373559.7,7.302864967,4.639287971,94.21203226,1878.94,1693.14,19660897.0,Moderate Growth,Low,High,High
2014-04-03,7074377,1033.2,388566.9,7.472656415,4.688266273,94.214,1878.66,1692.96,19663050.0,Moderate Growth,Low,High,High
2014-04-04,7859421,1032.763333,388566.9,7.642447862,4.737244576,94.21916667,1878.42,1692.75,19664938.0,Moderate Growth,Low,High,High
2014-04-05,8293789,1032.326667,388566.9,7.812239309,4.786222878,94.22433333,1878.43,1692.64,19666827.0,Moderate Growth,Low,High,High
2014-04-06,7257037,1031.89,388566.9,7.982030756,4.83520118,94.2295,1878.3,1692.45,19668716.0,Moderate Growth,Low,High,High
2014-04-07,7194044,1031.453333,388566.9,8.151822203,4.884179482,94.23466667,1878.16,1692.11,19670605.0,Moderate Growth,Low,High,High
2014-04-08,7072219,1031.016667,388566.9,8.321613651,4.933157784,94.23983333,1878.08,1691.83,19672494.0,Moderate Growth,Low,High,High
2014-04-09,7106317,1030.58,388566.9,8.491405098,4.982136086,94.245,1877.99,1691.93,19674383.0,Moderate Growth,Low,High,High
2014-04-10,7187064,1030.143333,388566.9,8.661196545,5.031114388,94.25016667,1877.71,1691.4,19676272.0,Moderate Growth,Low,High,High
2014-04-11,7892122,1029.706667,388566.9,8.830987992,5.08009269,94.25533333,1877.47,1691.14,19678160.0,Moderate Growth,Low,High,High
2014-04-12,8004845,1029.27,388566.9,8.698441121,5.010848957,94.2605,1877.19,1690.81,19680049.0,Moderate Growth,Low,High,High
2014-04-13,6734912,1028.833333,388566.9,8.358858226,4.860648831,94.26566667,1876.74,1690.21,19681938.0,Moderate Growth,Low,High,High
2014-04-14,7182297,1028.396667,388566.9,8.019275332,4.710448704,94.27083333,1876.56,1689.76,19683827.0,Moderate Growth,Low,High,High
2014-04-15,7147577,1027.96,388566.9,7.679692437,4.560248578,94.276,1876.4,1689.51,19685716.0,Moderate Growth,Low,High,High
2014-04-16,7153865,1027.523333,388566.9,7.340109543,4.410048452,94.28116667,1876.29,1689.5,19687605.0,Moderate Growth,Low,High,High
2014-04-17,6981353,1027.086667,388566.9,7.000526648,4.259848325,94.28633333,1876.08,1689.05,19689494.0,Moderate Growth,Low,High,High
2014-04-18,7612844,1026.65,388566.9,6.660943754,4.109648199,94.2915,1876.0,1688.75,19691383.0,Moderate Growth,Low,High,High
2014-04-19,7735519,1026.213333,388566.9,6.321360859,3.959448072,94.29666667,1875.81,1688.45,19693271.0,Moderate Growth,Low,High,High
2014-04-20,6545146,1025.776667,388566.9,5.981777965,3.809247946,94.30183333,1875.46,1688.07,19695160.0,Moderate Growth,Low,High,High
2014-04-21,7123776,1025.34,388566.9,5.642195071,3.65904782,94.307,1875.24,1687.74,19697049.0,Moderate Growth,Low,High,High
2014-04-22,7066036,1024.903333,388566.9,5.302612176,3.508847693,94.31216667,1875.18,1687.52,19698938.0,Moderate Growth,Low,High,High
2014-04-23,7028321,1024.466667,388566.9,4.963029282,3.358647567,94.31733333,1875.0,1687.49,19700827.0,Moderate Growth,Low,High,High
2014-04-24,7132970,1024.03,388566.9,4.623446387,3.20844744,94.3225,1874.74,1687.09,19702716.0,Moderate Growth,Low,High,High
2014-04-25,7734960,1023.593333,388566.9,4.283863493,3.058247314,94.32766667,1874.35,1686.66,19704605.0,Moderate Growth,Low,High,High
2014-04-26,7915740,1023.156667,388566.9,3.944280598,2.908047188,94.33283333,1874.04,1686.41,19706493.0,Moderate Growth,Low,High,High
2014-04-27,5910493,1022.72,388566.9,3.604697704,2.757847061,94.338,1873.72,1686.13,19708382.0,Moderate Growth,Low,High,High
2014-04-28,6571913,1022.283333,388566.9,3.265114809,2.607646935,94.34316667,1873.59,1685.95,19710271.0,Moderate Growth,Low,High,High
2014-04-29,6797942,1021.846667,388566.9,2.925531915,2.457446809,94.34833333,1873.38,1685.49,19712160.0,Moderate Growth,Low,High,High
2014-04-30,7370007,1021.41,388566.9,2.58594902,2.307246682,94.3535,1873.29,1685.52,19714049.0,Moderate Growth,Low,High,High
2014-05-01,6736187,1020.973333,388566.9,2.246366126,2.157046556,94.35866667,1873.17,1685.42,19715938.0,Moderate Growth,Low,High,High
2014-05-02,8072755,1020.536667,388566.9,1.906783232,2.006846429,94.36383333,1873.05,1685.24,19717827.0,Moderate Growth,Low,High,Medium
2014-05-03,9168093,1020.1,388566.9,1.567200337,1.856646303,94.369,1872.63,1684.67,19719716.0,Moderate Growth,Low,High,Medium
2014-05-04,8814737,1019.832258,388566.9,1.227617443,1.706446177,94.36509677,1872.51,1684.58,19721647.0,Moderate Growth,Low,High,Medium
2014-05-05,8873335,1019.564516,388566.9,0.888034548,1.55624605,94.36119355,1872.47,1684.44,19723578.0,Moderate Growth,Low,High,Medium
2014-05-06,7510414,1019.296774,388566.9,0.548451654,1.406045924,94.35729032,1872.5,1684.39,19725509.0,Moderate Growth,Low,High,Medium
2014-05-07,7139429,1019.029032,388566.9,0.208868759,1.255845797,94.3533871,1872.61,1684.48,19727440.0,Moderate Growth,Low,High,Medium
2014-05-08,7328468,1018.76129,388566.9,-0.130714135,1.105645671,94.34948387,1872.78,1684.53,19729371.0,Moderate Growth,Low,High,Medium
2014-05-09,7667051,1018.493548,388566.9,-0.47029703,0.955445545,94.34558065,1872.44,1684.28,19731302.0,Moderate Growth,Low,High,Medium
2014-05-10,7697313,1018.225806,388566.9,-0.809879924,0.805245418,94.34167742,1872.1,1683.99,19733234.0,Moderate Growth,Low,High,Medium
2014-05-11,6133168,1017.958065,388566.9,-1.149462819,0.655045292,94.33777419,1871.77,1683.64,19735165.0,Moderate Growth,Low,High,Medium
2014-05-12,6952560,1017.690323,388566.9,-1.489045713,0.504845165,94.33387097,1871.48,1683.27,19737096.0,Moderate Growth,Low,High,Medium
2014-05-13,7135126,1017.422581,388566.9,-1.376764272,0.620075837,94.32996774,1871.4,1682.91,19739027.0,Moderate Growth,Low,High,Medium
2014-05-14,7104361,1017.154839,388566.9,-1.249420687,0.744154203,94.32606452,1871.18,1682.93,19740958.0,Moderate Growth,Low,High,Medium
2014-05-15,7196064,1016.887097,388566.9,-1.122077101,0.868232568,94.32216129,1870.64,1682.38,19742889.0,Moderate Growth,Low,High,Medium
2014-05-16,7805700,1016.619355,388566.9,-0.994733516,0.992310933,94.31825806,1870.18,1681.9,19744821.0,Moderate Growth,Low,High,Medium
2014-05-17,7936699,1016.351613,388566.9,-0.86738993,1.116389299,94.31435484,1869.67,1681.29,19746752.0,Moderate Growth,Low,High,Medium
2014-05-18,6750666,1016.083871,388566.9,-0.740046345,1.240467664,94.31045161,1869.3,1680.85,19748683.0,Moderate Growth,Low,High,Medium
2014-05-19,7161182,1015.816129,388566.9,-0.61270276,1.364546029,94.30654839,1868.87,1680.29,19750614.0,Moderate Growth,Low,High,Medium
2014-05-20,6964643,1015.548387,388566.9,-0.485359174,1.488624394,94.30264516,1868.74,1680.02,19752545.0,Moderate Growth,Low,High,Medium
2014-05-21,7069419,1015.280645,388566.9,-0.358015589,1.61270276,94.29874194,1868.57,1680.04,19754476.0,Moderate Growth,Low,High,Medium
2014-05-22,7138315,1015.012903,388566.9,-0.230672003,1.736781125,94.29483871,1868.39,1679.7,19756408.0,Moderate Growth,Low,High,Medium
2014-05-23,7756399,1014.745161,388566.9,-0.103328418,1.86085949,94.29093548,1868.12,1679.46,19758339.0,Moderate Growth,Low,High,Medium
2014-05-24,7827170,1014.477419,388566.9,0.024015167,1.984937855,94.28703226,1867.9,1679.04,19760270.0,Moderate Growth,Low,High,Medium
2014-05-25,6284970,1014.209677,388566.9,0.151358753,2.109016221,94.28312903,1867.68,1678.88,19762201.0,Moderate Growth,Low,High,Medium
2014-05-26,7012827,1013.941935,388566.9,0.278702338,2.233094586,94.27922581,1867.37,1678.46,19764132.0,Moderate Growth,Low,High,Medium
2014-05-27,7078473,1013.674194,388566.9,0.406045924,2.357172951,94.27532258,1867.17,1677.94,19766063.0,Moderate Growth,Low,High,Medium
2014-05-28,7066240,1013.406452,388566.9,0.533389509,2.481251317,94.27141935,1866.91,1677.81,19767995.0,Moderate Growth,Low,High,Medium
2014-05-29,7071087,1013.13871,388566.9,0.660733095,2.605329682,94.26751613,1866.71,1677.53,19769926.0,Moderate Growth,Low,High,Medium
2014-05-30,7676281,1012.870968,388566.9,0.78807668,2.729408047,94.2636129,1866.42,1677.1,19771857.0,Moderate Growth,Low,High,Medium
2014-05-31,7803841,1012.603226,388566.9,0.915420265,2.853486412,94.25970968,1866.22,1676.75,19773788.0,Moderate Growth,Low,High,Medium
2014-06-01,6419105,1012.335484,388566.9,1.042763851,2.977564778,94.25580645,1866.03,1676.63,19775719.0,Moderate Growth,Low,High,Medium
2014-06-02,6975329,1012.067742,388566.9,1.170107436,3.101643143,94.25190323,1865.86,1676.29,19777650.0,Moderate Growth,Low,High,Medium
2014-06-03,6925851,1011.8,388566.9,1.297451022,3.225721508,94.248,1865.59,1675.73,19779582.0,Moderate Growth,Low,High,Medium
2014-06-04,6588592,1012.336667,388566.9,1.424794607,3.349799874,94.2526,1865.21,1675.52,19781960.0,Moderate Growth,Low,High,Medium
2014-06-05,8085257,1012.873333,388566.9,1.552138193,3.473878239,94.2572,1865.13,1675.22,19784338.0,Moderate Growth,Low,High,Medium
2014-06-06,8345800,1013.41,388566.9,1.679481778,3.597956604,94.2618,1864.94,1674.9,19786716.0,Moderate Growth,Low,High,Medium
2014-06-07,8076373,1013.946667,388566.9,1.806825363,3.722034969,94.2664,1864.72,1674.75,19789095.0,Moderate Growth,Low,High,Medium
2014-06-08,6836370,1014.483333,388566.9,1.934168949,3.846113335,94.271,1864.27,1674.16,19791473.0,Moderate Growth,Low,High,Medium
2014-06-09,7215047,1015.02,388566.9,2.061512534,3.9701917,94.2756,1864.21,1673.98,19793851.0,Moderate Growth,Low,High,Medium
2014-06-10,7101409,1015.556667,388566.9,2.18885612,4.094270065,94.2802,1864.0,1673.64,19796230.0,Moderate Growth,Low,High,Medium
2014-06-11,7066165,1016.093333,388566.9,2.316199705,4.218348431,94.2848,1863.82,1673.56,19798608.0,Moderate Growth,Low,High,Medium
2014-06-12,7144008,1016.63,388566.9,2.43126185,4.315630925,94.2894,1863.04,1672.69,19800986.0,Moderate Growth,Low,High,Medium
2014-06-13,7828765,1017.166667,388566.9,2.522688013,4.361344007,94.294,1862.34,1671.7,19803365.0,Moderate Growth,Low,High,Medium
2014-06-14,7995867,1017.703333,388566.9,2.614114177,4.407057089,94.2986,1861.66,1670.91,19805743.0,Moderate Growth,Low,High,Medium
2014-06-15,6562166,1018.24,388566.9,2.705540341,4.452770171,94.3032,1861.04,1670.28,19808121.0,Moderate Growth,Low,High,Medium
2014-06-16,7223428,1018.776667,388566.9,2.796966505,4.498483253,94.3078,1860.63,1669.51,19810499.0,Moderate Growth,Low,High,Medium
2014-06-17,7137235,1019.313333,388566.9,2.888392669,4.544196335,94.3124,1860.45,1669.2,19812878.0,Moderate Growth,Low,High,Medium
2014-06-18,7029407,1019.85,388566.9,2.979818833,4.589909416,94.317,1860.12,1669.01,19815256.0,Moderate Growth,Low,High,Medium
2014-06-19,7216347,1020.386667,388566.9,3.071244997,4.635622498,94.3216,1859.85,1668.6,19817634.0,Moderate Growth,Low,High,Medium
2014-06-20,7907235,1020.923333,388566.9,3.162671161,4.68133558,94.3262,1859.62,1668.26,19820013.0,Moderate Growth,Low,High,Medium
2014-06-21,7809279,1021.46,388566.9,3.254097325,4.727048662,94.3308,1859.28,1667.83,19822391.0,Moderate Growth,Low,High,Medium
2014-06-22,6534019,1021.996667,388566.9,3.345523489,4.772761744,94.3354,1859.11,1667.59,19824769.0,Moderate Growth,Low,High,Medium
2014-06-23,6973897,1022.533333,388566.9,3.436949652,4.818474826,94.34,1859.0,1667.35,19827148.0,Moderate Growth,Low,High,Medium
2014-06-24,7087967,1023.07,388566.9,3.528375816,4.864187908,94.3446,1858.9,1667.1,19829526.0,Moderate Growth,Low,High,High
2014-06-25,7183620,1023.606667,388566.9,3.61980198,4.90990099,94.3492,1858.95,1667.22,19831904.0,Moderate Growth,Low,High,High
2014-06-26,7258082,1024.143333,388566.9,3.711228144,4.955614072,94.3538,1859.29,1667.4,19834282.0,Moderate Growth,Low,High,High
2014-06-27,7864502,1024.68,388566.9,3.802654308,5.001327154,94.3584,1859.25,1667.32,19836661.0,Moderate Growth,Low,High,High
2014-06-28,7832550,1025.216667,388566.9,3.894080472,5.047040236,94.363,1859.25,1667.37,19839039.0,Moderate Growth,Low,High,High
2014-06-29,6547209,1025.753333,388566.9,3.985506636,5.092753318,94.3676,1859.25,1667.29,19841417.0,Moderate Growth,Low,High,High
2014-06-30,7146546,1026.29,388566.9,4.0769328,5.1384664,94.3722,1859.25,1667.12,19843796.0,Moderate Growth,Low,High,High
2014-07-01,6965183,1026.826667,388566.9,4.168358964,5.184179482,94.3768,1859.22,1666.82,19846174.0,Moderate Growth,Low,High,High
2014-07-02,6995503,1027.363333,388566.9,4.259785127,5.229892564,94.3814,1859.23,1667.24,19848552.0,Moderate Growth,Low,High,High
2014-07-03,6747875,1027.9,393425.4,4.351211291,5.275605646,94.386,1859.21,1666.85,19850931.0,Moderate Growth,Low,High,High
2014-07-04,7806496,1027.451613,393425.4,4.442637455,5.321318728,94.39132258,1859.27,1666.7,19852489.0,Moderate Growth,Low,High,High
2014-07-05,7827662,1027.003226,393425.4,4.534063619,5.36703181,94.39664516,1859.29,1666.46,19854048.0,Moderate Growth,Low,High,High
2014-07-06,6259063,1026.554839,393425.4,4.625489783,5.412744892,94.40196774,1859.36,1666.41,19855607.0,Moderate Growth,Low,High,High
2014-07-07,7046347,1026.106452,393425.4,4.716915947,5.458457973,94.40729032,1859.35,1666.1,19857166.0,Moderate Growth,Low,High,High
2014-07-08,6914530,1025.658065,393425.4,4.808342111,5.504171055,94.4126129,1859.27,1665.83,19858725.0,Moderate Growth,Low,High,High
2014-07-09,6743337,1025.209677,393425.4,4.899768275,5.549884137,94.41793548,1859.11,1665.75,19860283.0,Moderate Growth,Low,High,High
2014-07-10,7005503,1024.76129,393425.4,4.991194439,5.595597219,94.42325806,1858.67,1665.06,19861842.0,Moderate Growth,Low,High,High
2014-07-11,7940051,1024.312903,393425.4,5.082620602,5.641310301,94.42858065,1858.5,1664.52,19863401.0,Moderate Growth,Low,High,High
2014-07-12,8019561,1023.864516,393425.4,5.174046766,5.687023383,94.43390323,1858.3,1664.12,19864960.0,Moderate Growth,Low,High,High
2014-07-13,6614782,1023.416129,393425.4,5.069054139,5.63452707,94.43922581,1858.02,1663.52,19866519.0,Moderate Growth,Low,High,High
2014-07-14,7176555,1022.967742,393425.4,4.886201812,5.543100906,94.44454839,1857.83,1663.05,19868077.0,Moderate Growth,Low,High,High
2014-07-15,7197732,1022.519355,393425.4,4.703349484,5.451674742,94.44987097,1857.68,1662.61,19869636.0,Moderate Growth,Low,High,High
2014-07-16,7182100,1022.070968,393425.4,4.520497156,5.360248578,94.45519355,1857.36,1662.65,19871195.0,Moderate Growth,Low,High,High
2014-07-17,7143520,1021.622581,393425.4,4.337644828,5.268822414,94.46051613,1857.0,1661.98,19872754.0,Moderate Growth,Low,High,High
2014-07-18,7577257,1021.174194,393425.4,4.154792501,5.17739625,94.46583871,1856.66,1661.49,19874313.0,Moderate Growth,Low,High,High
2014-07-19,7700002,1020.725806,393425.4,3.971940173,5.085970086,94.47116129,1856.3,1660.88,19875871.0,Moderate Growth,Low,High,High
2014-07-20,6660259,1020.277419,393425.4,3.789087845,4.994543922,94.47648387,1856.08,1660.39,19877430.0,Moderate Growth,Low,High,High
2014-07-21,7235247,1019.829032,393425.4,3.606235517,4.903117759,94.48180645,1855.86,1659.97,19878989.0,Moderate Growth,Low,High,High
2014-07-22,7233192,1019.380645,393425.4,3.423383189,4.811691595,94.48712903,1855.82,1659.65,19880548.0,Moderate Growth,Low,High,High
2014-07-23,6920541,1018.932258,393425.4,3.240530862,4.720265431,94.49245161,1855.74,1659.71,19882107.0,Moderate Growth,Low,High,High
2014-07-24,7079315,1018.483871,393425.4,3.057678534,4.628839267,94.49777419,1855.47,1659.31,19883665.0,Moderate Growth,Low,High,High
2014-07-25,7752189,1018.035484,393425.4,2.874826206,4.537413103,94.50309677,1855.13,1658.93,19885224.0,Moderate Growth,Low,High,High
2014-07-26,7567855,1017.587097,393425.4,2.691973878,4.445986939,94.50841935,1854.92,1658.32,19886783.0,Moderate Growth,Low,High,High
2014-07-27,6848243,1017.13871,393425.4,2.50912155,4.354560775,94.51374194,1854.56,1657.95,19888342.0,Moderate Growth,Low,High,High
2014-07-28,7799091,1016.690323,393425.4,2.326269223,4.263134611,94.51906452,1854.28,1657.41,19889901.0,Moderate Growth,Low,High,High
2014-07-29,7745465,1016.241935,393425.4,2.143416895,4.171708447,94.5243871,1854.14,1657.08,19891459.0,Moderate Growth,Low,High,High
2014-07-30,7993621,1015.793548,393425.4,1.960564567,4.080282284,94.52970968,1853.99,1657.09,19893018.0,Moderate Growth,Low,Medium,High
2014-07-31,8086731,1015.345161,393425.4,1.777712239,3.98885612,94.53503226,1853.53,1656.57,19894577.0,Moderate Growth,Low,Medium,High
2014-08-01,8768491,1014.896774,393425.4,1.594859912,3.897429956,94.54035484,1853.12,1656.18,19896136.0,Moderate Growth,Low,Medium,High
2014-08-02,8088502,1014.448387,393425.4,1.412007584,3.806003792,94.54567742,1852.8,1655.77,19897695.0,Moderate Growth,Low,Medium,High
2014-08-03,6609888,1014.0,393425.4,1.229155256,3.714577628,94.551,1851.68,1654.37,19899254.0,Moderate Growth,Low,Medium,Medium
2014-08-04,7518764,1015.329032,393425.4,1.046302928,3.623151464,94.54903226,1851.26,1653.5,19900949.0,Moderate Growth,Low,Medium,Medium
2014-08-05,7799185,1016.658065,393425.4,0.8634506,3.5317253,94.54706452,1851.11,1653.24,19902644.0,Moderate Growth,Low,Medium,Medium
2014-08-06,7764276,1017.987097,393425.4,0.680598273,3.440299136,94.54509677,1850.83,1652.99,19904340.0,Moderate Growth,Low,Medium,Medium
2014-08-07,7577082,1019.316129,393425.4,0.497745945,3.348872972,94.54312903,1850.28,1652.39,19906035.0,Moderate Growth,Low,Medium,Medium
2014-08-08,8105169,1020.645161,393425.4,0.314893617,3.257446809,94.54116129,1849.5,1651.6,19907730.0,Moderate Growth,Low,Medium,Medium
2014-08-09,7891296,1021.974194,393425.4,0.132041289,3.166020645,94.53919355,1848.89,1650.86,19909426.0,Moderate Growth,Low,Medium,Medium
2014-08-10,6693438,1023.303226,393425.4,-0.050811039,3.074594481,94.53722581,1848.13,1650.11,19911121.0,Moderate Growth,Low,Medium,Medium
2014-08-11,7679896,1024.632258,393425.4,-0.233663366,2.983168317,94.53525806,1847.58,1649.91,19912816.0,Moderate Growth,Low,Medium,Medium
2014-08-12,7788374,1025.96129,393425.4,-0.380240152,2.913861386,94.53329032,1847.22,1649.66,19914512.0,Moderate Growth,Low,Medium,Medium
2014-08-13,7823600,1027.290323,393425.4,-0.161470402,3.067326733,94.53132258,1847.14,1648.99,19916207.0,Moderate Growth,Low,Medium,Medium
2014-08-14,8228186,1028.619355,393425.4,0.057299347,3.220792079,94.52935484,1846.58,1649.24,19917902.0,Moderate Growth,Low,Medium,Medium
2014-08-15,8312446,1029.948387,393425.4,0.276069096,3.374257426,94.5273871,1845.23,1647.84,19919598.0,Moderate Growth,Low,Medium,Medium
2014-08-16,8263634,1031.277419,393425.4,0.494838846,3.527722772,94.52541935,1844.55,1646.88,19921293.0,Moderate Growth,Low,Medium,Medium
2014-08-17,6850868,1032.606452,393425.4,0.713608595,3.681188119,94.52345161,1843.91,1646.15,19922988.0,Moderate Growth,Low,Medium,Medium
2014-08-18,6874992,1033.935484,393425.4,0.932378344,3.834653465,94.52148387,1843.41,1645.62,19924684.0,Moderate Growth,Low,Medium,Medium
2014-08-19,7019807,1035.264516,393425.4,1.151148094,3.988118812,94.51951613,1843.1,1645.19,19926379.0,Moderate Growth,Low,Medium,Medium
2014-08-20,7260979,1036.593548,393425.4,1.369917843,4.141584158,94.51754839,1842.48,1644.83,19928075.0,Moderate Growth,Low,Medium,Medium
2014-08-21,7672351,1037.922581,393425.4,1.588687592,4.295049505,94.51558065,1841.5,1643.72,19929770.0,Moderate Growth,Low,Medium,Medium
