Date,GDP,Economic growth rate,Regular Gasoline,Diesel for automobiles,population,Car registration,Traffic rate,Economic growth state
2017-01-09,433086,3.1,1511.61,1303.84,9882810.0,3116256.0,11163915.5,weak positive
2017-01-10,433086,3.1,1511.61,1303.84,9882810.0,3116256.0,11287978.0,weak positive
2017-01-11,433086,3.1,1511.61,1303.84,9882810.0,3116256.0,11327339.0,weak positive
2017-01-12,433086,3.1,1511.61,1303.84,9882810.0,3116256.0,10468765.0,weak positive
2017-01-13,433086,3.1,1511.61,1303.84,9882810.0,3116256.0,8426570.0,weak positive
2017-01-14,433086,3.1,1511.61,1303.84,9882810.0,3116256.0,11030620.0,weak positive
2017-01-15,433086,3.1,1511.61,1303.84,9882810.0,3116256.0,11401255.5,weak positive
2017-01-16,433086,3.1,1514.46,1306.32,9882810.0,3116256.0,11279770.5,weak positive
2017-01-17,433086,3.1,1514.46,1306.32,9882810.0,3116256.0,11543342.5,weak positive
2017-01-18,433086,3.1,1514.46,1306.32,9882810.0,3116256.0,11840840.5,weak positive
2017-01-19,433086,3.1,1514.46,1306.32,9882810.0,3116256.0,10792280.5,weak positive
2017-01-20,433086,3.1,1514.46,1306.32,9882810.0,3116256.0,9382429.0,weak positive
2017-01-21,433086,3.1,1514.46,1306.32,9882810.0,3116256.0,11061377.5,weak positive
2017-01-22,433086,3.1,1514.46,1306.32,9882810.0,3116256.0,11426175.0,weak positive
2017-01-23,433086,3.1,1516.5,1307.91,9882810.0,3116256.0,11397870.5,weak positive
2017-01-24,433086,3.1,1516.5,1307.91,9882810.0,3116256.0,11320593.0,weak positive
2017-01-25,433086,3.1,1516.5,1307.91,9882810.0,3116256.0,11735863.0,weak positive
2017-01-26,433086,3.1,1516.5,1307.91,9882810.0,3116256.0,10968017.0,weak positive
2017-01-27,433086,3.1,1516.5,1307.91,9882810.0,3116256.0,9367159.0,weak positive
2017-01-28,433086,3.1,1516.5,1307.91,9882810.0,3116256.0,10884048.0,weak positive
2017-01-29,433086,3.1,1516.5,1307.91,9882810.0,3116256.0,11223639.0,weak positive
2017-01-30,433086,3.1,1517.2,1308.27,9882810.0,3116256.0,10622818.0,weak positive
2017-01-31,433086,3.1,1517.2,1308.27,9882810.0,3116256.0,11203893.0,weak positive
2017-02-01,433086,3.1,1517.2,1308.27,9931412.0,3116256.0,11453649.5,weak positive
2017-02-02,433086,3.1,1517.2,1308.27,9931412.0,3116256.0,11023366.5,weak positive
2017-02-03,433086,3.1,1517.2,1308.27,9931412.0,3116256.0,9598380.5,weak positive
2017-02-04,433086,3.1,1517.2,1308.27,9931412.0,3116256.0,11146888.0,weak positive
2017-02-05,433086,3.1,1517.2,1308.27,9931412.0,3116256.0,16231075.0,weak positive
2017-02-06,433086,3.1,1516.91,1307.8,9931412.0,3116256.0,9473793.5,weak positive
2017-02-07,433086,3.1,1516.91,1307.8,9931412.0,3116256.0,10891815.5,weak positive
2017-02-08,433086,3.1,1516.91,1307.8,9931412.0,3116256.0,11434447.0,weak positive
2017-02-09,433086,3.1,1516.91,1307.8,9931412.0,3116256.0,10381972.0,weak positive
2017-02-10,433086,3.1,1516.91,1307.8,9931412.0,3116256.0,8987722.5,weak positive
2017-02-11,433086,3.1,1516.91,1307.8,9931412.0,3116256.0,10865420.5,weak positive
2017-02-12,433086,3.1,1516.91,1307.8,9931412.0,3116256.0,11157086.5,weak positive
2017-02-13,433086,3.1,1516.47,1307.07,9931412.0,3116256.0,11524335.0,weak positive
2017-02-14,433086,3.1,1516.47,1307.07,9931412.0,3116256.0,11304683.5,weak positive
2017-02-15,433086,3.1,1516.47,1307.07,9931412.0,3116256.0,11792200.0,weak positive
2017-02-16,433086,3.1,1516.47,1307.07,9931412.0,3116256.0,10665312.5,weak positive
2017-02-17,433086,3.1,1516.47,1307.07,9931412.0,3116256.0,9192377.5,weak positive
2017-02-18,433086,3.1,1516.47,1307.07,9931412.0,3116256.0,11114832.5,weak positive
2017-02-19,433086,3.1,1516.47,1307.07,9931412.0,3116256.0,11409436.0,weak positive
2017-02-20,433086,3.1,1515.32,1305.69,9931412.0,3116256.0,11324504.5,weak positive
2017-02-21,433086,3.1,1515.32,1305.69,9931412.0,3116256.0,12268571.0,weak positive
2017-02-22,433086,3.1,1515.32,1305.69,9931412.0,3116256.0,11721694.0,weak positive
2017-02-23,433086,3.1,1515.32,1305.69,9931412.0,3116256.0,10924443.5,weak positive
2017-02-24,433086,3.1,1515.32,1305.69,9931412.0,3116256.0,9407060.5,weak positive
2017-02-25,433086,3.1,1515.32,1305.69,9931412.0,3116256.0,11015668.0,weak positive
2017-02-26,433086,3.1,1515.32,1305.69,9931412.0,3116256.0,8542997.0,weak positive
2017-02-27,433086,3.1,1513.58,1303.96,9931412.0,3116256.0,8392874.5,weak positive
2017-02-28,433086,3.1,1513.58,1303.96,9931412.0,3116256.0,8270804.0,weak positive
2017-03-01,433086,3.1,1513.58,1303.96,9926968.0,3116256.0,8343026.5,weak positive
2017-03-02,433086,3.1,1513.58,1303.96,9926968.0,3116256.0,7548106.5,weak positive
2017-03-03,433086,3.1,1513.58,1303.96,9926968.0,3116256.0,6876869.0,weak positive
2017-03-04,433086,3.1,1513.58,1303.96,9926968.0,3116256.0,7833249.0,weak positive
2017-03-05,433086,3.1,1513.58,1303.96,9926968.0,3116256.0,8409271.5,weak positive
2017-03-06,433086,3.1,1510.33,1300.83,9926968.0,3116256.0,8152629.5,weak positive
2017-03-07,433086,3.1,1510.33,1300.83,9926968.0,3116256.0,8224274.0,weak positive
2017-03-08,433086,3.1,1510.33,1300.83,9926968.0,3116256.0,11373424.0,weak positive
2017-03-09,433086,3.1,1510.33,1300.83,9926968.0,3116256.0,11351906.5,weak positive
2017-03-10,433086,3.1,1510.33,1300.83,9926968.0,3116256.0,10019860.0,weak positive
2017-03-11,433086,3.1,1510.33,1300.83,9926968.0,3116256.0,11590460.5,weak positive
2017-03-12,433086,3.1,1510.33,1300.83,9926968.0,3116256.0,11660521.5,weak positive
2017-03-13,433086,3.1,1504.15,1294.67,9926968.0,3116256.0,11350114.0,weak positive
2017-03-14,433086,3.1,1504.15,1294.67,9926968.0,3116256.0,11710053.5,weak positive
2017-03-15,433086,3.1,1504.15,1294.67,9926968.0,3116256.0,11968170.0,weak positive
2017-03-16,433086,3.1,1504.15,1294.67,9926968.0,3116256.0,11394358.0,weak positive
2017-03-17,433086,3.1,1504.15,1294.67,9926968.0,3116256.0,10128912.0,weak positive
2017-03-18,433086,3.1,1504.15,1294.67,9926968.0,3116256.0,11700639.5,weak positive
2017-03-19,433086,3.1,1504.15,1294.67,9926968.0,3116256.0,11689483.0,weak positive
2017-03-20,433086,3.1,1496.22,1286.77,9926968.0,3116256.0,6493842.5,weak positive
2017-03-21,433086,3.1,1496.22,1286.77,9926968.0,3116256.0,11881558.0,weak positive
2017-03-22,433086,3.1,1496.22,1286.77,9926968.0,3116256.0,6376869.5,weak positive
2017-03-23,433086,3.1,1496.22,1286.77,9926968.0,3116256.0,5852868.0,weak positive
2017-03-24,433086,3.1,1496.22,1286.77,9926968.0,3116256.0,5072035.0,weak positive
2017-03-25,433086,3.1,1496.22,1286.77,9926968.0,3116256.0,11296502.5,weak positive
2017-03-26,433086,3.1,1496.22,1286.77,9926968.0,3116256.0,11387541.5,weak positive
2017-03-27,433086,3.1,1488.95,1279.37,9926968.0,3116256.0,11920156.0,weak positive
2017-03-28,433086,3.1,1488.95,1279.37,9926968.0,3116256.0,11880684.5,weak positive
2017-03-29,433086,3.1,1488.95,1279.37,9926968.0,3116256.0,11860500.5,weak positive
2017-03-30,433086,3.1,1488.95,1279.37,9926968.0,3116256.0,10937530.0,weak positive
2017-03-31,433086,3.1,1488.95,1279.37,9926968.0,3116256.0,9539080.0,weak positive
2017-04-01,454227,2.8,1488.95,1279.37,9922745.0,3116256.0,11250067.5,weak positive
2017-04-02,454227,2.8,1488.95,1279.37,9922745.0,3116256.0,11616624.0,weak positive
2017-04-03,454227,2.8,1486.54,1276.75,9922745.0,3116256.0,11515731.5,weak positive
2017-04-04,454227,2.8,1486.54,1276.75,9922745.0,3116256.0,11320025.0,weak positive
2017-04-05,454227,2.8,1486.54,1276.75,9922745.0,3116256.0,11355576.0,weak positive
2017-04-06,454227,2.8,1486.54,1276.75,9922745.0,3116256.0,5684598.0,weak positive
2017-04-07,454227,2.8,1486.54,1276.75,9922745.0,3116256.0,5788772.0,weak positive
2017-04-08,454227,2.8,1486.54,1276.75,9922745.0,3116256.0,9480836.5,weak positive
2017-04-09,454227,2.8,1486.54,1276.75,9922745.0,3116256.0,10854539.5,weak positive
2017-04-10,454227,2.8,1487.41,1277.64,9922745.0,3116256.0,9985524.5,weak positive
2017-04-11,454227,2.8,1487.41,1277.64,9922745.0,3116256.0,11235856.0,weak positive
2017-04-12,454227,2.8,1487.41,1277.64,9922745.0,3116256.0,9877666.0,weak positive
2017-04-13,454227,2.8,1487.41,1277.64,9922745.0,3116256.0,10125774.0,weak positive
2017-04-14,454227,2.8,1487.41,1277.64,9922745.0,3116256.0,6583243.5,weak positive
2017-04-15,454227,2.8,1487.41,1277.64,9922745.0,3116256.0,8101943.0,weak positive
2017-04-16,454227,2.8,1487.41,1277.64,9922745.0,3116256.0,9902891.0,weak positive
2017-04-17,454227,2.8,1487.53,1277.89,9922745.0,3116256.0,11405446.5,weak positive
2017-04-18,454227,2.8,1487.53,1277.89,9922745.0,3116256.0,11627465.5,weak positive
2017-04-19,454227,2.8,1487.53,1277.89,9922745.0,3116256.0,11905248.0,weak positive
2017-04-20,454227,2.8,1487.53,1277.89,9922745.0,3116256.0,11002540.5,weak positive
2017-04-21,454227,2.8,1487.53,1277.89,9922745.0,3116256.0,9903471.5,weak positive
2017-04-22,454227,2.8,1487.53,1277.89,9922745.0,3116256.0,12053948.0,weak positive
2017-04-23,454227,2.8,1487.53,1277.89,9922745.0,3116256.0,10038561.5,weak positive
2017-04-24,454227,2.8,1486.18,1276.43,9922745.0,3116256.0,10557880.5,weak positive
2017-04-25,454227,2.8,1486.18,1276.43,9922745.0,3116256.0,11665144.0,weak positive
2017-04-26,454227,2.8,1486.18,1276.43,9922745.0,3116256.0,11850523.5,weak positive
2017-04-27,454227,2.8,1486.18,1276.43,9922745.0,3116256.0,7737910.5,weak positive
2017-04-28,454227,2.8,1486.18,1276.43,9922745.0,3116256.0,7035813.0,weak positive
2017-04-29,454227,2.8,1486.18,1276.43,9922745.0,3116256.0,11384914.0,weak positive
2017-04-30,454227,2.8,1486.18,1276.43,9922745.0,3116256.0,11479500.5,weak positive
2017-05-01,454227,2.8,1484.39,1274.67,9919016.0,3116256.0,11468177.5,weak positive
2017-05-02,454227,2.8,1484.39,1274.67,9919016.0,3116256.0,11593901.5,weak positive
2017-05-03,454227,2.8,1484.39,1274.67,9919016.0,3116256.0,11836009.0,weak positive
2017-05-04,454227,2.8,1484.39,1274.67,9919016.0,3116256.0,11294938.5,weak positive
2017-05-05,454227,2.8,1484.39,1274.67,9919016.0,3116256.0,9711147.5,weak positive
2017-05-06,454227,2.8,1484.39,1274.67,9919016.0,3116256.0,11263590.5,weak positive
2017-05-07,454227,2.8,1484.39,1274.67,9919016.0,3116256.0,11436082.0,weak positive
2017-05-08,454227,2.8,1480.79,1270.97,9919016.0,3116256.0,11632040.0,weak positive
2017-05-09,454227,2.8,1480.79,1270.97,9919016.0,3116256.0,11846267.0,weak positive
2017-05-10,454227,2.8,1480.79,1270.97,9919016.0,3116256.0,12266065.5,weak positive
2017-05-11,454227,2.8,1480.79,1270.97,9919016.0,3116256.0,10939322.0,weak positive
2017-05-12,454227,2.8,1480.79,1270.97,9919016.0,3116256.0,9413117.5,weak positive
2017-05-13,454227,2.8,1480.79,1270.97,9919016.0,3116256.0,10978804.0,weak positive
2017-05-14,454227,2.8,1480.79,1270.97,9919016.0,3116256.0,9702575.5,weak positive
2017-05-15,454227,2.8,1478.32,1268.47,9919016.0,3116256.0,11068966.0,weak positive
2017-05-16,454227,2.8,1478.32,1268.47,9919016.0,3116256.0,11458861.0,weak positive
2017-05-17,454227,2.8,1478.32,1268.47,9919016.0,3116256.0,11586526.5,weak positive
2017-05-18,454227,2.8,1478.32,1268.47,9919016.0,3116256.0,11118605.0,weak positive
2017-05-19,454227,2.8,1478.32,1268.47,9919016.0,3116256.0,9640824.5,weak positive
2017-05-20,454227,2.8,1478.32,1268.47,9919016.0,3116256.0,11299680.5,weak positive
2017-05-21,454227,2.8,1478.32,1268.47,9919016.0,3116256.0,11578572.5,weak positive
2017-05-22,454227,2.8,1476.36,1266.52,9919016.0,3116256.0,11571006.5,weak positive
2017-05-23,454227,2.8,1476.36,1266.52,9919016.0,3116256.0,11581284.0,weak positive
2017-05-24,454227,2.8,1476.36,1266.52,9919016.0,3116256.0,12101626.0,weak positive
2017-05-25,454227,2.8,1476.36,1266.52,9919016.0,3116256.0,10999710.5,weak positive
2017-05-26,454227,2.8,1476.36,1266.52,9919016.0,3116256.0,9701461.5,weak positive
2017-05-27,454227,2.8,1476.36,1266.52,9919016.0,3116256.0,11045887.0,weak positive
2017-05-28,454227,2.8,1476.36,1266.52,9919016.0,3116256.0,11313735.5,weak positive
2017-05-29,454227,2.8,1472.56,1262.47,9919016.0,3116256.0,11182452.0,weak positive
2017-05-30,454227,2.8,1472.56,1262.47,9919016.0,3116256.0,11471471.5,weak positive
2017-05-31,454227,2.8,1472.56,1262.47,9919016.0,3116256.0,11580239.0,weak positive
2017-06-01,454227,2.8,1472.56,1262.47,9914381.0,3116256.0,11117103.5,weak positive
2017-06-02,454227,2.8,1472.56,1262.47,9914381.0,3116256.0,9485379.5,weak positive
2017-06-03,454227,2.8,1472.56,1262.47,9914381.0,3116256.0,10759254.0,weak positive
2017-06-04,454227,2.8,1472.56,1262.47,9914381.0,3116256.0,11575636.0,weak positive
2017-06-05,454227,2.8,1466.01,1255.52,9914381.0,3116256.0,11496058.0,weak positive
2017-06-06,454227,2.8,1466.01,1255.52,9914381.0,3116256.0,11433206.5,weak positive
2017-06-07,454227,2.8,1466.01,1255.52,9914381.0,3116256.0,11606136.5,weak positive
2017-06-08,454227,2.8,1466.01,1255.52,9914381.0,3116256.0,10952817.0,weak positive
2017-06-09,454227,2.8,1466.01,1255.52,9914381.0,3116256.0,8833488.0,weak positive
2017-06-10,454227,2.8,1466.01,1255.52,9914381.0,3116256.0,10691542.0,weak positive
2017-06-11,454227,2.8,1466.01,1255.52,9914381.0,3116256.0,11057830.5,weak positive
2017-06-12,454227,2.8,1456.91,1246.6,9914381.0,3116256.0,11411598.5,weak positive
2017-06-13,454227,2.8,1456.91,1246.6,9914381.0,3116256.0,11396136.0,weak positive
2017-06-14,454227,2.8,1456.91,1246.6,9914381.0,3116256.0,11342604.5,weak positive
2017-06-15,454227,2.8,1456.91,1246.6,9914381.0,3116256.0,10403138.5,weak positive
2017-06-16,454227,2.8,1456.91,1246.6,9914381.0,3116256.0,9130702.5,weak positive
2017-06-17,454227,2.8,1456.91,1246.6,9914381.0,3116256.0,10137240.0,weak positive
2017-06-18,454227,2.8,1456.91,1246.6,9914381.0,3116256.0,11439938.5,weak positive
2017-06-19,454227,2.8,1447.63,1237.94,9914381.0,3116256.0,11753628.5,weak positive
2017-06-20,454227,2.8,1447.63,1237.94,9914381.0,3116256.0,11641491.0,weak positive
2017-06-21,454227,2.8,1447.63,1237.94,9914381.0,3116256.0,11385971.5,weak positive
2017-06-22,454227,2.8,1447.63,1237.94,9914381.0,3116256.0,10371294.0,weak positive
2017-06-23,454227,2.8,1447.63,1237.94,9914381.0,3116256.0,9694361.0,weak positive
2017-06-24,454227,2.8,1447.63,1237.94,9914381.0,3116256.0,10904042.5,weak positive
2017-06-25,454227,2.8,1447.63,1237.94,9914381.0,3116256.0,11127816.0,weak positive
2017-06-26,454227,2.8,1440.45,1231.06,9914381.0,3116256.0,11258991.0,weak positive
2017-06-27,454227,2.8,1440.45,1231.06,9914381.0,3116256.0,11292167.0,weak positive
2017-06-28,454227,2.8,1440.45,1231.06,9914381.0,3116256.0,11505625.5,weak positive
2017-06-29,454227,2.8,1440.45,1231.06,9914381.0,3116256.0,10822301.0,weak positive
2017-06-30,454227,2.8,1440.45,1231.06,9914381.0,3116256.0,8894704.5,weak positive
2017-07-01,473428,3.9,1440.45,1231.06,9908612.0,3116256.0,10928177.0,weak positive
2017-07-02,473428,3.9,1440.45,1231.06,9908612.0,3116256.0,11131184.0,weak positive
2017-07-03,473428,3.9,1438.39,1229.22,9908612.0,3116256.0,11296947.0,weak positive
2017-07-04,473428,3.9,1438.39,1229.22,9908612.0,3116256.0,11536288.5,weak positive
2017-07-05,473428,3.9,1438.39,1229.22,9908612.0,3116256.0,11314429.5,weak positive
2017-07-06,473428,3.9,1438.39,1229.22,9908612.0,3116256.0,10700498.5,weak positive
2017-07-07,473428,3.9,1438.39,1229.22,9908612.0,3116256.0,9325364.0,weak positive
2017-07-08,473428,3.9,1438.39,1229.22,9908612.0,3116256.0,10709185.0,weak positive
2017-07-09,473428,3.9,1438.39,1229.22,9908612.0,3116256.0,11173700.5,weak positive
2017-07-10,473428,3.9,1437.88,1229.2,9908612.0,3116256.0,11254172.5,weak positive
2017-07-11,473428,3.9,1437.88,1229.2,9908612.0,3116256.0,11308296.0,weak positive
2017-07-12,473428,3.9,1437.88,1229.2,9908612.0,3116256.0,11325974.0,weak positive
2017-07-13,473428,3.9,1437.88,1229.2,9908612.0,3116256.0,10660063.5,weak positive
2017-07-14,473428,3.9,1437.88,1229.2,9908612.0,3116256.0,9253932.0,weak positive
2017-07-15,473428,3.9,1437.88,1229.2,9908612.0,3116256.0,10946703.5,weak positive
2017-07-16,473428,3.9,1437.88,1229.2,9908612.0,3116256.0,11224161.0,weak positive
2017-07-17,473428,3.9,1437.75,1229.42,9908612.0,3116256.0,11296181.0,weak positive
2017-07-18,473428,3.9,1437.75,1229.42,9908612.0,3116256.0,11262668.5,weak positive
2017-07-19,473428,3.9,1437.75,1229.42,9908612.0,3116256.0,11616204.0,weak positive
2017-07-20,473428,3.9,1437.75,1229.42,9908612.0,3116256.0,11023082.5,weak positive
2017-07-21,473428,3.9,1437.75,1229.42,9908612.0,3116256.0,9466780.5,weak positive
2017-07-22,473428,3.9,1437.75,1229.42,9908612.0,3116256.0,11025528.0,weak positive
2017-07-23,473428,3.9,1437.75,1229.42,9908612.0,3116256.0,9022778.5,weak positive
2017-07-24,473428,3.9,1439.38,1231.56,9908612.0,3116256.0,11911820.5,weak positive
2017-07-25,473428,3.9,1439.38,1231.56,9908612.0,3116256.0,11580818.5,weak positive
2017-07-26,473428,3.9,1439.38,1231.56,9908612.0,3116256.0,11744329.0,weak positive
2017-07-27,473428,3.9,1439.38,1231.56,9908612.0,3116256.0,11020853.5,weak positive
2017-07-28,473428,3.9,1439.38,1231.56,9908612.0,3116256.0,9195682.0,weak positive
2017-07-29,473428,3.9,1439.38,1231.56,9908612.0,3116256.0,11147570.0,weak positive
2017-07-30,473428,3.9,1439.38,1231.56,9908612.0,3116256.0,11508751.5,weak positive
2017-07-31,473428,3.9,1444.62,1237.55,9908612.0,3116256.0,11337191.0,weak positive
2017-08-01,473428,3.9,1444.62,1237.55,9902072.0,3116256.0,11479513.0,weak positive
2017-08-02,473428,3.9,1444.62,1237.55,9902072.0,3116256.0,11879957.0,weak positive
2017-08-03,473428,3.9,1444.62,1237.55,9902072.0,3116256.0,11493769.5,weak positive
2017-08-04,473428,3.9,1444.62,1237.55,9902072.0,3116256.0,9947931.5,weak positive
2017-08-05,473428,3.9,1444.62,1237.55,9902072.0,3116256.0,11234419.0,weak positive
2017-08-06,473428,3.9,1444.62,1237.55,9902072.0,3116256.0,11542689.0,weak positive
2017-08-07,473428,3.9,1452.21,1245.37,9902072.0,3116256.0,11634918.0,weak positive
2017-08-08,473428,3.9,1452.21,1245.37,9902072.0,3116256.0,11668591.5,weak positive
2017-08-09,473428,3.9,1452.21,1245.37,9902072.0,3116256.0,11900859.0,weak positive
2017-08-10,473428,3.9,1452.21,1245.37,9902072.0,3116256.0,11505319.5,weak positive
2017-08-11,473428,3.9,1452.21,1245.37,9902072.0,3116256.0,10058813.0,weak positive
2017-08-12,473428,3.9,1452.21,1245.37,9902072.0,3116256.0,11505300.5,weak positive
2017-08-13,473428,3.9,1452.21,1245.37,9902072.0,3116256.0,11559029.0,weak positive
2017-08-14,473428,3.9,1457.21,1250.56,9902072.0,3116256.0,11245956.5,weak positive
2017-08-15,473428,3.9,1457.21,1250.56,9902072.0,3116256.0,11694866.0,weak positive
2017-08-16,473428,3.9,1457.21,1250.56,9902072.0,3116256.0,11749214.5,weak positive
2017-08-17,473428,3.9,1457.21,1250.56,9902072.0,3116256.0,11424412.5,weak positive
2017-08-18,473428,3.9,1457.21,1250.56,9902072.0,3116256.0,10005870.5,weak positive
2017-08-19,473428,3.9,1457.21,1250.56,9902072.0,3116256.0,11070449.0,weak positive
2017-08-20,473428,3.9,1457.21,1250.56,9902072.0,3116256.0,11482968.5,weak positive
2017-08-21,473428,3.9,1461.45,1254.51,9902072.0,3116256.0,11651971.0,weak positive
2017-08-22,473428,3.9,1461.45,1254.51,9902072.0,3116256.0,11816607.0,weak positive
2017-08-23,473428,3.9,1461.45,1254.51,9902072.0,3116256.0,12081849.0,weak positive
2017-08-24,473428,3.9,1461.45,1254.51,9902072.0,3116256.0,12289380.0,weak positive
2017-08-25,473428,3.9,1461.45,1254.51,9902072.0,3116256.0,10092903.5,weak positive
2017-08-26,473428,3.9,1461.45,1254.51,9902072.0,3116256.0,11530756.0,weak positive
2017-08-27,473428,3.9,1461.45,1254.51,9902072.0,3116256.0,11633075.0,weak positive
2017-08-28,473428,3.9,1466.27,1258.32,9902072.0,3116256.0,11726753.0,weak positive
2017-08-29,473428,3.9,1466.27,1258.32,9902072.0,3116256.0,11926824.0,weak positive
2017-08-30,473428,3.9,1466.27,1258.32,9902072.0,3116256.0,8589195.5,weak positive
2017-08-31,473428,3.9,1466.27,1258.32,9902072.0,3116256.0,7826248.5,weak positive
2017-09-01,473428,3.9,1466.27,1258.32,9891448.0,3116256.0,10098050.0,weak positive
2017-09-02,473428,3.9,1466.27,1258.32,9891448.0,3116256.0,11601139.0,weak positive
2017-09-03,473428,3.9,1466.27,1258.32,9891448.0,3116256.0,11729174.5,weak positive
2017-09-04,473428,3.9,1475.09,1266.31,9891448.0,3116256.0,11785894.0,weak positive
2017-09-05,473428,3.9,1475.09,1266.31,9891448.0,3116256.0,12034418.0,weak positive
2017-09-06,473428,3.9,1475.09,1266.31,9891448.0,3116256.0,11849654.5,weak positive
2017-09-07,473428,3.9,1475.09,1266.31,9891448.0,3116256.0,11094729.0,weak positive
2017-09-08,473428,3.9,1475.09,1266.31,9891448.0,3116256.0,9345321.0,weak positive
2017-09-09,473428,3.9,1475.09,1266.31,9891448.0,3116256.0,10102436.5,weak positive
2017-09-10,473428,3.9,1475.09,1266.31,9891448.0,3116256.0,8694754.0,weak positive
2017-09-11,473428,3.9,1484.97,1275.97,9891448.0,3116256.0,9690251.0,weak positive
2017-09-12,473428,3.9,1484.97,1275.97,9891448.0,3116256.0,8519262.0,weak positive
2017-09-13,473428,3.9,1484.97,1275.97,9891448.0,3116256.0,8905139.0,weak positive
2017-09-14,473428,3.9,1484.97,1275.97,9891448.0,3116256.0,9559098.5,weak positive
2017-09-15,473428,3.9,1484.97,1275.97,9891448.0,3116256.0,9229195.5,weak positive
2017-09-16,473428,3.9,1484.97,1275.97,9891448.0,3116256.0,9419890.0,weak positive
2017-09-17,473428,3.9,1484.97,1275.97,9891448.0,3116256.0,10960499.5,weak positive
2017-09-18,473428,3.9,1491.66,1282.56,9891448.0,3116256.0,11299715.5,weak positive
2017-09-19,473428,3.9,1491.66,1282.56,9891448.0,3116256.0,11764851.5,weak positive
2017-09-20,473428,3.9,1491.66,1282.56,9891448.0,3116256.0,12041291.5,weak positive
2017-09-21,473428,3.9,1491.66,1282.56,9891448.0,3116256.0,11614192.5,weak positive
2017-09-22,473428,3.9,1491.66,1282.56,9891448.0,3116256.0,10020854.0,weak positive
2017-09-23,473428,3.9,1491.66,1282.56,9891448.0,3116256.0,11891803.5,weak positive
2017-09-24,473428,3.9,1491.66,1282.56,9891448.0,3116256.0,11828123.5,weak positive
2017-09-25,473428,3.9,1500.45,1291.26,9891448.0,3116256.0,11867474.5,weak positive
2017-09-26,473428,3.9,1500.45,1291.26,9891448.0,3116256.0,11945130.0,weak positive
2017-09-27,473428,3.9,1500.45,1291.26,9891448.0,3116256.0,12029326.5,weak positive
2017-09-28,473428,3.9,1500.45,1291.26,9891448.0,3116256.0,11640005.5,weak positive
2017-09-29,473428,3.9,1500.45,1291.26,9891448.0,3116256.0,10209759.0,weak positive
2017-09-30,473428,3.9,1500.45,1291.26,9891448.0,3116256.0,11647804.0,weak positive
2017-10-01,474958,2.9,1500.45,1291.26,9882810.0,3116256.0,11875055.0,weak positive
2017-10-02,474958,2.9,1503.09,1293.96,9882810.0,3116256.0,11893429.0,weak positive
2017-10-03,474958,2.9,1503.09,1293.96,9882810.0,3116256.0,11873161.0,weak positive
2017-10-04,474958,2.9,1503.09,1293.96,9882810.0,3116256.0,12096567.5,weak positive
2017-10-05,474958,2.9,1503.09,1293.96,9882810.0,3116256.0,11571469.5,weak positive
2017-10-06,474958,2.9,1503.09,1293.96,9882810.0,3116256.0,10341399.5,weak positive
2017-10-07,474958,2.9,1503.09,1293.96,9882810.0,3116256.0,11537043.5,weak positive
2017-10-08,474958,2.9,1503.09,1293.96,9882810.0,3116256.0,11659419.0,weak positive
2017-10-09,474958,2.9,1505.33,1296.43,9882810.0,3116256.0,11533224.5,weak positive
2017-10-10,474958,2.9,1505.33,1296.43,9882810.0,3116256.0,11547974.0,weak positive
2017-10-11,474958,2.9,1505.33,1296.43,9882810.0,3116256.0,11493696.0,weak positive
2017-10-12,474958,2.9,1505.33,1296.43,9882810.0,3116256.0,11379088.0,weak positive
2017-10-13,474958,2.9,1505.33,1296.43,9882810.0,3116256.0,10101474.5,weak positive
2017-10-14,474958,2.9,1505.33,1296.43,9882810.0,3116256.0,11360433.5,weak positive
2017-10-15,474958,2.9,1505.33,1296.43,9882810.0,3116256.0,11372038.5,weak positive
2017-10-16,474958,2.9,1506.6,1297.98,9882810.0,3116256.0,11508015.5,weak positive
2017-10-17,474958,2.9,1506.6,1297.98,9882810.0,3116256.0,11675007.5,weak positive
2017-10-18,474958,2.9,1506.6,1297.98,9882810.0,3116256.0,11661353.0,weak positive
2017-10-19,474958,2.9,1506.6,1297.98,9882810.0,3116256.0,11554785.0,weak positive
2017-10-20,474958,2.9,1506.6,1297.98,9882810.0,3116256.0,10273231.0,weak positive
2017-10-21,474958,2.9,1506.6,1297.98,9882810.0,3116256.0,11658566.5,weak positive
2017-10-22,474958,2.9,1506.6,1297.98,9882810.0,3116256.0,12109528.0,weak positive
2017-10-23,474958,2.9,1508.0,1299.68,9882810.0,3116256.0,12085121.0,weak positive
2017-10-24,474958,2.9,1508.0,1299.68,9882810.0,3116256.0,12921294.5,weak positive
2017-10-25,474958,2.9,1508.0,1299.68,9882810.0,3116256.0,8804078.0,weak positive
2017-10-26,474958,2.9,1508.0,1299.68,9882810.0,3116256.0,8581228.5,weak positive
2017-10-27,474958,2.9,1508.0,1299.68,9882810.0,3116256.0,10654375.5,weak positive
2017-10-28,474958,2.9,1508.0,1299.68,9882810.0,3116256.0,12190074.5,weak positive
2017-10-29,474958,2.9,1508.0,1299.68,9882810.0,3116256.0,12549636.0,weak positive
2017-10-30,474958,2.9,1512.07,1304.14,9882810.0,3116256.0,12489742.0,weak positive
2017-10-31,474958,2.9,1512.07,1304.14,9882810.0,3116256.0,12462133.5,weak positive
